month,hour,temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,cloud_cover_pct,uv_index,weather_condition,next_temp_c
4,8,20.3,54.2,1018.3,14.2,50.0,2.7,Cloudy,20.7
3,13,3.5,80.0,1015.1,7.4,64.1,3.8,Rainy,6.6
1,21,-7.8,88.6,1011.2,19.4,65.1,0.0,Snowy,-5.9
1,8,4.0,84.8,1022.7,34.5,44.8,3.3,Cloudy,2.6
12,23,3.1,85.0,1027.8,38.3,29.0,0.0,Sunny,2.6
12,22,-3.5,100.0,994.7,38.8,100.0,0.6,Snowy,-2.6
5,15,19.8,67.8,1005.8,8.8,74.5,2.5,Cloudy,17.3
6,16,37.7,21.6,1022.8,21.0,0.0,6.6,Sunny,38.8
3,15,17.2,67.4,1007.4,34.3,32.6,6.2,Sunny,14.5
12,11,6.8,65.2,1003.4,32.5,70.6,3.3,Cloudy,9.2
9,2,9.8,77.3,1025.2,14.4,40.7,0.5,Cloudy,11.9
5,10,21.8,47.1,997.5,30.1,39.4,5.8,Sunny,23.2
8,13,29.3,30.8,1009.4,19.2,16.0,7.8,Sunny,28.6
1,17,3.6,82.5,1016.9,10.6,38.9,3.1,Sunny,4.4
5,20,24.8,21.0,1006.1,1.8,14.2,0.2,Sunny,24.4
3,20,8.5,54.7,1022.4,24.1,19.3,0.0,Sunny,7.2
12,4,-9.6,97.7,1006.2,13.9,74.6,0.0,Snowy,-9.7
1,15,9.3,71.9,1029.9,26.0,15.2,7.3,Sunny,11.1
4,19,14.8,59.1,1011.5,11.0,32.3,1.1,Sunny,15.4
5,4,16.6,44.4,1021.1,20.6,15.5,0.0,Sunny,19.7
7,2,25.9,38.0,1022.0,22.7,15.7,0.8,Sunny,27.7
1,11,-2.2,92.2,1005.5,14.0,71.1,3.4,Snowy,-0.5
3,0,-0.3,91.3,988.4,39.8,100.0,0.1,Snowy,-2.7
2,20,-2.3,88.2,1017.3,3.1,62.9,0.4,Snowy,-2.3
9,8,12.7,77.5,1013.9,15.5,29.1,3.5,Sunny,11.3
10,8,13.4,68.9,1019.7,0.0,46.1,2.7,Cloudy,13.6
6,3,28.4,35.0,1010.3,12.9,37.6,0.4,Sunny,27.6
10,2,-1.4,84.2,1007.8,25.6,60.2,0.9,Snowy,-1.5
3,16,10.1,55.9,1037.1,32.4,0.0,6.8,Sunny,12.5
8,1,20.9,52.6,995.3,38.9,63.4,0.0,Cloudy,22.2
8,23,20.4,65.6,1021.8,31.8,32.6,0.0,Sunny,22.7
2,0,-5.8,100.0,1006.1,0.0,63.5,1.3,Snowy,-8.2
6,7,17.4,73.0,1009.0,15.6,35.3,1.8,Sunny,18.0
7,12,32.1,33.8,1009.2,0.0,28.0,7.3,Sunny,34.4
2,22,-6.2,100.0,1003.4,22.6,81.0,0.0,Snowy,-2.9
11,14,2.2,79.7,1019.9,20.2,39.3,5.4,Sunny,-0.0
10,7,15.2,76.9,1029.7,12.2,27.5,2.0,Sunny,15.1
2,11,8.0,72.9,1018.6,34.2,26.0,7.7,Sunny,10.3
10,21,10.7,76.1,1014.2,15.8,44.9,0.0,Cloudy,10.8
1,11,3.2,95.0,1001.2,19.4,92.3,2.2,Rainy,2.0
8,13,34.2,31.7,1019.2,31.2,7.7,8.7,Sunny,31.9
1,14,4.9,79.8,1038.9,28.7,0.0,9.4,Sunny,3.7
9,14,28.6,55.0,1008.4,7.6,38.2,6.6,Sunny,26.1
11,8,3.8,78.0,1008.5,0.0,45.3,2.6,Cloudy,4.4
6,18,32.4,23.2,1006.3,34.5,30.4,2.6,Sunny,34.5
7,19,28.8,63.2,1007.1,21.7,57.8,0.0,Cloudy,27.1
10,21,11.2,63.5,980.1,56.8,69.0,0.1,Cloudy,12.2
7,7,19.4,57.5,1017.9,20.2,44.4,1.9,Cloudy,21.4
10,20,13.1,76.8,1002.9,28.8,52.3,0.0,Cloudy,13.6
3,18,4.7,71.9,993.7,35.8,100.0,0.3,Rainy,2.3
2,5,-6.9,85.3,1022.0,25.0,45.4,0.0,Cloudy,-5.7
9,19,17.3,61.6,1000.0,28.4,43.9,0.7,Cloudy,17.7
8,18,22.9,32.8,1008.9,12.0,11.9,2.1,Sunny,23.1
12,3,2.6,78.3,1030.6,32.7,33.6,0.3,Sunny,2.1
10,22,14.3,66.0,996.1,34.5,65.7,0.3,Cloudy,15.0
7,6,30.7,36.3,994.6,35.0,51.5,0.0,Cloudy,32.1
9,3,8.3,57.1,1016.2,4.1,59.3,0.0,Cloudy,13.1
4,21,10.7,84.8,1026.8,17.8,28.2,0.7,Sunny,11.4
4,11,11.1,69.4,994.1,43.3,77.8,2.7,Cloudy,14.3
1,12,0.4,98.7,1017.9,15.4,83.0,4.1,Snowy,1.6
8,2,14.5,60.7,1020.0,25.0,36.1,0.0,Sunny,14.8
12,21,3.3,71.3,988.3,32.9,62.9,0.0,Rainy,4.0
3,11,7.7,76.2,1022.6,11.7,46.6,5.8,Cloudy,6.0
7,1,24.5,46.1,1023.5,17.9,0.0,1.1,Sunny,25.5
12,23,-2.0,76.1,1009.3,14.7,80.0,0.0,Snowy,-5.0
2,1,3.3,94.8,1028.0,24.7,31.4,0.0,Sunny,2.2
2,22,-9.0,92.3,1026.6,38.7,88.7,0.2,Snowy,-8.3
7,8,31.0,20.0,1014.2,14.9,34.2,3.3,Sunny,33.7
6,0,23.5,63.0,1007.6,33.3,40.3,0.2,Cloudy,26.6
3,7,-0.4,80.6,1001.3,29.2,74.2,0.6,Snowy,-0.4
9,22,20.0,48.9,1012.5,0.0,46.2,0.0,Cloudy,20.8
10,5,9.1,53.7,1019.8,28.7,39.1,0.0,Sunny,11.4
6,5,19.0,74.0,1009.1,4.6,64.2,0.0,Rainy,17.1
10,21,7.2,61.4,986.6,45.5,100.0,0.0,Cloudy,8.4
10,17,13.4,65.5,1028.2,24.1,21.2,3.6,Sunny,12.4
6,16,37.5,37.8,1015.3,31.9,17.6,5.4,Sunny,37.7
1,11,2.2,85.8,1008.4,29.0,61.7,4.7,Rainy,1.9
4,5,10.9,68.1,1023.3,18.4,45.1,0.0,Cloudy,12.2
10,7,7.3,57.1,1031.3,32.9,18.0,1.9,Sunny,8.8
6,18,24.0,40.9,979.4,54.3,83.4,1.9,Cloudy,26.1
6,9,30.0,41.9,1018.2,25.2,33.4,4.2,Sunny,31.1
11,0,-5.6,85.5,995.9,32.8,54.8,0.6,Cloudy,-4.8
12,12,3.4,81.9,1019.0,11.0,53.0,5.6,Cloudy,7.2
5,16,24.3,55.3,1014.5,8.1,39.7,4.1,Sunny,22.1
1,2,-7.6,100.0,1020.6,21.1,83.6,0.0,Snowy,-4.0
8,7,21.9,40.0,1007.0,29.1,14.0,2.2,Sunny,21.8
5,13,26.4,67.4,990.5,42.4,100.0,2.4,Cloudy,27.9
12,2,-3.4,97.7,1007.6,12.3,77.6,0.0,Snowy,-3.4
12,15,8.6,72.1,1017.9,23.0,50.5,4.7,Cloudy,7.8
12,12,1.1,94.2,1025.2,23.5,72.8,4.4,Snowy,2.5
5,19,19.4,79.5,998.9,36.0,85.2,0.2,Rainy,21.8
7,23,26.5,30.8,1025.3,47.0,9.1,0.0,Sunny,27.9
4,16,20.8,51.6,1005.2,18.5,51.4,3.8,Cloudy,20.3
6,12,23.8,25.5,1017.3,23.6,4.1,10.3,Sunny,30.8
4,5,9.2,73.2,1006.9,13.4,60.0,0.0,Cloudy,11.8
3,16,2.3,85.2,1015.2,13.7,45.6,2.7,Cloudy,4.5
7,13,32.0,36.6,1023.7,25.1,8.9,9.4,Sunny,31.8
8,16,36.9,23.1,998.3,28.1,3.2,6.4,Sunny,36.3
4,7,6.7,54.5,1004.8,41.5,56.8,0.3,Cloudy,6.7
2,10,-0.5,89.4,1015.2,12.2,57.4,3.5,Cloudy,2.0
12,19,4.5,92.8,1041.8,51.3,16.7,0.5,Sunny,3.2
10,0,0.6,78.1,1002.6,9.0,73.5,0.0,Snowy,-0.8
3,6,-0.5,90.2,1037.5,44.8,4.9,0.0,Sunny,0.9
1,20,0.4,68.7,1037.1,50.0,41.0,0.0,Cloudy,1.5
8,20,21.6,57.2,1011.8,9.2,40.2,0.0,Cloudy,20.7
3,16,9.3,67.2,1009.4,0.0,50.2,3.9,Cloudy,7.8
12,9,4.4,70.8,1004.7,21.7,47.5,3.9,Cloudy,7.5
10,10,16.7,52.4,1012.2,13.1,38.2,5.0,Sunny,17.8
7,21,25.5,42.8,996.1,38.0,76.1,0.0,Cloudy,23.6
10,8,10.6,72.9,1012.1,29.2,67.9,2.2,Rainy,8.8
5,8,20.5,41.2,1031.0,30.5,14.7,4.1,Sunny,20.3
10,23,7.3,70.1,1005.7,13.9,68.3,0.0,Rainy,9.1
5,4,15.6,61.1,1010.1,6.1,41.7,1.0,Cloudy,17.2
7,16,29.2,30.2,992.6,38.1,30.0,5.3,Sunny,31.7
9,8,18.3,75.6,1017.5,21.2,43.1,3.4,Cloudy,16.1
12,16,1.1,74.8,1016.2,11.4,44.1,4.1,Cloudy,2.0
5,23,14.6,56.4,1013.8,19.1,54.1,0.1,Cloudy,17.7
1,20,-5.2,83.1,1010.4,18.8,66.7,0.0,Snowy,-2.3
10,18,10.5,87.2,1009.5,16.6,90.5,1.0,Rainy,11.7
10,6,10.0,75.5,1019.0,12.0,61.8,0.0,Rainy,14.8
1,22,-4.1,81.9,1012.7,8.6,51.0,0.1,Cloudy,-2.6
2,8,3.0,91.6,1016.8,0.0,31.5,3.5,Sunny,5.4
6,6,19.4,57.9,1015.6,17.0,57.4,0.0,Cloudy,20.0
9,12,25.8,48.8,1026.5,28.4,34.4,8.6,Sunny,24.9
8,10,29.3,37.6,1021.1,23.3,0.0,7.9,Sunny,28.3
5,13,26.6,37.6,1015.3,18.8,45.5,5.8,Cloudy,27.4
1,18,-2.3,91.8,1031.2,37.0,42.7,1.9,Cloudy,-2.2
7,10,29.6,35.2,1018.0,17.2,19.5,6.6,Sunny,26.9
5,12,25.7,64.7,1028.7,31.2,46.0,6.0,Cloudy,24.3
6,13,29.9,27.4,1020.3,9.5,28.4,7.0,Sunny,29.9
7,12,22.9,66.1,990.9,33.9,89.2,2.8,Cloudy,24.7
3,0,0.4,83.2,1028.7,31.2,41.9,0.3,Cloudy,0.9
12,7,7.2,77.2,1014.6,8.1,60.9,1.0,Rainy,7.5
10,11,14.8,71.1,1012.4,19.6,44.7,6.2,Cloudy,13.5
3,18,5.1,71.1,1016.4,10.8,43.9,0.6,Cloudy,5.6
5,11,24.7,56.5,1008.9,18.7,32.3,6.5,Sunny,27.6
6,7,23.8,22.2,1015.7,16.2,6.5,2.2,Sunny,24.6
9,7,22.2,44.5,1005.9,26.5,36.3,1.1,Sunny,20.0
12,20,-5.2,83.5,1028.3,37.6,26.0,0.0,Sunny,-6.9
5,12,27.1,31.8,1011.6,19.2,26.3,7.6,Sunny,28.7
1,11,4.6,75.9,1008.4,0.7,55.2,5.4,Cloudy,4.7
4,15,17.2,63.0,1001.9,34.9,68.3,4.2,Cloudy,17.6
5,0,15.2,69.3,1016.2,28.1,19.3,0.0,Sunny,14.6
12,12,9.2,73.6,1015.2,10.8,46.5,6.4,Cloudy,10.6
10,6,12.5,59.6,1017.7,19.5,36.7,0.3,Sunny,12.4
10,4,2.2,85.3,1000.7,19.7,73.6,0.6,Rainy,2.4
5,7,20.7,55.2,993.8,19.5,64.8,0.9,Cloudy,19.7
7,13,31.5,47.1,1020.5,15.1,0.0,9.0,Sunny,33.7
4,22,9.3,78.8,1030.8,29.1,33.8,0.0,Sunny,9.4
1,12,3.5,80.1,1000.7,23.9,84.2,2.5,Rainy,5.1
5,14,24.4,39.4,1032.1,27.2,6.4,8.5,Sunny,22.8
7,22,27.8,36.8,1016.4,10.2,36.2,0.0,Sunny,31.4
10,16,16.9,54.2,1012.9,12.0,41.1,4.2,Cloudy,19.7
10,14,13.5,61.6,1008.2,11.6,57.4,4.9,Cloudy,10.6
6,19,24.1,51.5,996.4,36.3,63.3,0.4,Cloudy,23.2
5,17,24.0,56.2,1024.9,31.7,31.9,3.2,Sunny,25.3
4,17,21.2,52.7,1003.7,42.2,27.2,3.8,Sunny,19.3
2,1,-3.5,90.4,1003.6,32.2,63.9,0.0,Snowy,-3.2
4,3,2.8,82.2,1024.9,28.2,63.5,0.5,Rainy,4.1
10,0,16.7,54.7,990.4,34.2,35.3,0.0,Sunny,16.9
10,3,7.3,64.9,994.7,36.3,70.7,0.0,Cloudy,8.7
3,17,14.3,45.9,1012.8,14.9,50.1,2.5,Cloudy,13.6
10,4,6.2,68.8,1016.5,12.1,41.4,0.0,Cloudy,2.7
1,18,3.1,85.0,1018.8,25.3,44.7,1.1,Cloudy,5.4
8,14,33.5,27.7,1009.4,5.2,26.8,6.8,Sunny,35.7
5,7,22.3,49.1,1043.4,46.5,0.0,2.8,Sunny,27.3
4,19,17.8,63.0,1010.3,19.7,48.7,0.0,Cloudy,14.3
8,16,32.8,41.0,1010.2,13.0,22.6,5.2,Sunny,34.7
7,0,19.5,44.9,1003.4,21.8,62.4,0.5,Cloudy,16.5
2,11,1.8,92.2,1014.5,12.7,83.7,2.7,Snowy,5.5
1,18,2.3,92.8,1020.4,14.2,51.9,1.8,Cloudy,3.7
12,14,9.6,59.3,1027.4,38.7,0.0,9.1,Sunny,8.4
11,8,4.1,70.6,995.1,25.3,68.4,1.5,Rainy,6.0
4,6,13.3,77.0,1010.0,18.1,55.6,0.0,Cloudy,12.8
8,1,24.1,47.3,1018.4,21.7,32.7,0.7,Sunny,25.2
12,8,-3.8,68.5,1020.0,12.9,22.3,3.2,Sunny,-2.9
2,9,-1.9,73.9,1013.1,12.7,40.1,4.8,Cloudy,1.7
3,1,-1.4,84.5,1019.5,12.5,57.1,0.0,Cloudy,2.4
12,18,4.1,67.2,1003.3,34.8,75.7,1.5,Cloudy,3.5
1,10,-1.1,82.5,1031.7,25.3,20.4,7.9,Sunny,1.3
1,12,8.6,72.4,1024.9,21.1,12.8,8.0,Sunny,9.7
3,9,8.2,87.2,996.9,21.6,100.0,0.6,Rainy,6.2
11,13,11.0,65.7,1000.1,16.6,77.1,3.9,Cloudy,10.2
5,17,17.5,69.5,1000.4,39.8,63.5,2.4,Cloudy,22.2
12,18,-2.4,100.0,1021.1,26.1,70.8,1.4,Snowy,-1.2
3,21,4.6,92.5,997.6,31.6,86.0,0.0,Rainy,6.9
1,8,-10.5,100.0,1009.0,11.5,89.0,2.2,Snowy,-10.4
1,6,-0.9,66.8,1018.5,25.8,41.0,0.1,Cloudy,-1.4
8,2,17.5,63.4,1012.2,6.4,46.9,0.0,Cloudy,18.0
10,19,26.5,55.7,1016.1,22.1,32.6,0.0,Sunny,26.5
11,5,10.0,69.2,1000.2,20.4,45.9,0.0,Cloudy,7.8
12,20,-0.9,100.0,1020.1,15.4,88.4,0.8,Snowy,-2.2
12,1,-6.3,100.0,1005.6,26.9,66.9,0.0,Snowy,-4.6
2,5,-0.4,91.3,1009.1,23.6,49.3,0.2,Cloudy,-0.6
3,2,5.8,87.1,1015.9,20.2,53.5,0.0,Cloudy,6.4
2,15,-0.9,89.7,1014.2,5.1,46.5,4.7,Cloudy,0.0
3,7,-3.7,65.6,1013.3,8.8,44.7,0.5,Cloudy,-2.6
7,1,17.7,53.4,1004.0,24.1,61.2,0.3,Cloudy,20.3
1,16,5.5,88.7,1009.4,9.5,82.4,2.7,Rainy,4.0
10,8,14.0,55.9,1013.0,23.0,51.3,2.2,Cloudy,15.5
8,11,32.6,33.8,996.5,12.6,43.8,5.2,Cloudy,34.5
10,2,1.2,72.7,1007.4,12.4,60.0,0.4,Cloudy,3.5
10,10,5.7,94.2,1017.7,13.5,65.1,2.9,Rainy,3.7
10,0,10.2,86.5,997.7,7.6,57.1,0.6,Cloudy,11.2
2,22,-6.4,85.8,1026.9,17.5,47.8,0.0,Cloudy,-2.8
3,12,2.1,83.3,1028.2,35.3,13.6,8.3,Sunny,2.4
9,14,25.6,39.8,998.1,30.2,80.9,3.2,Cloudy,27.0
7,4,24.0,55.2,1029.3,44.1,8.1,0.0,Sunny,25.9
4,20,11.5,72.8,1011.3,26.4,50.8,0.0,Cloudy,10.2
10,16,15.4,70.1,1018.0,21.5,30.0,5.2,Sunny,19.2
5,22,15.4,65.3,1007.0,21.7,45.2,0.0,Cloudy,16.8
2,23,-5.8,100.0,1024.1,25.8,87.5,0.8,Snowy,-4.4
11,5,-4.6,81.7,1017.9,0.0,64.0,0.0,Snowy,-7.1
8,20,21.3,36.0,1003.2,12.6,16.6,0.0,Sunny,23.2
4,21,12.5,62.3,999.0,29.6,87.1,0.0,Cloudy,13.9
9,10,23.3,34.4,995.5,38.0,68.3,4.0,Cloudy,26.7
5,17,23.9,34.2,1015.3,17.0,16.3,4.3,Sunny,23.9
9,3,9.2,61.2,1019.9,13.1,37.1,0.7,Sunny,7.9
4,2,5.3,67.9,1020.8,28.9,35.6,0.0,Sunny,4.5
10,12,8.5,62.7,1011.6,25.6,75.6,3.8,Cloudy,8.1
5,22,16.7,65.1,999.1,36.2,54.5,0.2,Cloudy,15.2
9,8,24.7,42.9,1004.8,29.7,44.5,3.3,Cloudy,27.5
8,20,18.2,55.9,1026.8,24.1,11.9,0.6,Sunny,21.1
3,5,-1.6,96.3,1007.2,27.6,54.7,0.0,Cloudy,-1.4
1,11,3.6,72.0,1014.7,15.2,80.7,3.0,Rainy,3.4
3,1,4.2,76.0,1000.1,31.6,54.9,0.0,Cloudy,1.4
4,2,4.2,82.3,1017.0,19.8,54.9,0.0,Cloudy,6.0
2,2,-8.9,78.9,1007.5,17.6,37.4,0.3,Sunny,-5.4
1,11,-5.6,69.6,1025.6,20.2,23.9,6.7,Sunny,-6.3
7,14,32.4,39.8,1022.3,22.5,20.3,8.3,Sunny,32.7
8,8,32.3,41.5,1007.1,27.0,25.6,3.1,Sunny,33.6
7,22,24.1,69.5,1011.5,10.3,59.7,0.0,Cloudy,27.7
5,7,17.4,60.5,1006.4,27.1,48.3,2.1,Cloudy,18.2
12,10,4.2,87.0,996.0,38.3,100.0,1.5,Rainy,5.0
1,15,3.8,77.4,1002.7,22.0,90.1,2.2,Rainy,4.6
7,21,21.2,56.2,1015.4,26.0,27.0,0.0,Sunny,19.1
7,3,23.5,66.4,1016.9,13.8,41.8,0.0,Cloudy,21.4
9,0,14.7,41.7,1014.8,26.2,29.3,0.5,Sunny,13.8
3,23,0.8,87.9,1009.4,19.8,76.2,0.0,Snowy,3.2
9,6,12.1,88.2,1024.2,25.3,45.2,0.0,Cloudy,12.0
1,1,-2.6,91.7,1013.8,5.8,65.9,0.5,Snowy,-3.0
1,23,-3.6,100.0,1021.4,21.4,53.7,0.0,Cloudy,-4.1
4,4,4.6,71.8,991.7,35.9,83.9,0.1,Rainy,4.8
9,6,20.0,54.7,965.9,58.4,100.0,0.0,Cloudy,23.6
6,3,16.3,60.8,1016.4,14.3,47.2,0.0,Cloudy,16.6
11,4,-3.3,67.8,995.9,26.1,83.6,0.0,Cloudy,-4.2
3,23,-2.3,76.7,1010.5,19.7,68.4,0.0,Snowy,-1.7
1,0,-14.3,95.5,1009.4,26.8,69.9,0.0,Snowy,-10.6
4,0,8.7,80.2,1032.0,25.0,32.3,0.2,Sunny,8.3
12,14,-1.4,95.9,1017.8,31.5,43.6,5.6,Cloudy,-3.1
9,19,15.6,64.8,1015.0,13.4,61.4,0.5,Cloudy,15.2
3,18,-0.3,93.7,1023.0,16.3,8.8,2.1,Sunny,0.4
12,9,1.1,81.7,1017.4,23.4,49.3,3.4,Cloudy,2.8
9,17,22.6,63.1,1007.5,15.0,69.5,1.8,Cloudy,25.0
7,2,18.7,57.0,1025.9,26.8,0.2,0.0,Sunny,17.3
12,10,-1.3,87.5,999.7,24.7,87.2,2.8,Snowy,-2.5
4,14,13.3,62.4,1016.9,10.1,27.6,7.0,Sunny,13.2
3,10,9.9,77.1,994.4,40.1,76.3,2.9,Rainy,11.6
10,16,15.0,58.3,1015.4,12.6,51.3,4.5,Cloudy,13.2
5,16,25.5,56.6,1015.3,3.3,39.1,4.7,Sunny,24.9
5,5,11.2,56.9,1033.1,40.5,0.0,0.8,Sunny,10.6
3,4,0.5,73.2,994.2,24.9,64.8,0.6,Snowy,2.7
12,7,3.5,86.6,1005.8,11.4,86.0,0.2,Rainy,5.0
9,1,15.5,60.8,1022.9,33.4,34.5,0.5,Sunny,17.7
4,15,16.1,56.2,1017.0,7.3,59.6,4.9,Cloudy,19.1
11,19,7.6,82.5,1015.2,0.0,79.8,0.8,Rainy,7.5
5,23,13.8,58.2,1001.5,30.8,52.8,0.5,Cloudy,12.2
4,11,16.3,58.6,1005.9,18.1,89.2,2.9,Cloudy,14.6
5,5,13.5,78.8,1027.9,28.2,33.1,0.0,Sunny,10.6
7,0,20.1,70.2,1012.4,10.2,35.6,0.0,Sunny,19.8
9,3,14.1,79.6,1017.5,19.3,39.5,0.0,Sunny,13.9
7,16,27.2,41.3,1011.6,7.6,0.0,5.8,Sunny,29.1
5,12,20.1,67.1,998.8,40.8,92.4,3.0,Cloudy,20.7
10,17,10.7,59.5,1024.2,13.6,48.7,2.6,Cloudy,10.3
10,4,0.4,75.3,1019.0,22.8,28.4,0.6,Sunny,0.7
7,23,16.9,36.2,1040.7,50.3,0.0,0.0,Sunny,15.5
10,23,8.4,89.1,1000.8,20.5,82.1,0.5,Rainy,10.7
5,2,9.4,62.2,1022.9,15.7,14.3,0.0,Sunny,8.5
3,10,10.1,68.7,997.3,39.0,45.3,4.5,Cloudy,8.5
7,12,31.3,28.9,1014.9,6.3,14.2,9.6,Sunny,33.3
11,3,-8.7,100.0,1024.7,21.2,47.6,0.6,Cloudy,-7.1
11,13,13.4,61.1,988.1,48.9,74.3,3.9,Cloudy,10.8
2,21,1.6,69.6,1010.5,15.2,55.8,0.0,Cloudy,3.6
12,10,-1.1,91.1,1006.2,5.7,95.3,1.9,Snowy,-1.9
9,9,22.2,37.3,1004.6,36.1,34.2,4.8,Sunny,22.1
10,18,11.6,59.3,1017.6,13.3,37.1,1.3,Sunny,12.4
10,17,16.6,39.0,1026.4,24.9,18.0,3.7,Sunny,18.2
12,5,-9.4,84.9,1011.4,16.0,70.1,1.0,Snowy,-8.1
1,14,-3.2,91.5,1015.5,20.0,51.2,6.7,Cloudy,-2.8
6,20,22.6,31.5,1014.4,29.3,21.4,0.8,Sunny,22.3
7,9,27.1,29.6,1013.0,0.0,28.9,5.3,Sunny,28.3
8,4,17.3,59.0,999.9,34.3,44.0,0.0,Cloudy,17.6
10,4,2.1,76.5,1026.3,33.9,52.5,0.0,Cloudy,5.8
9,9,19.0,76.5,1016.5,15.2,69.7,2.4,Rainy,20.5
2,4,-4.2,100.0,1017.7,24.0,52.1,0.0,Cloudy,-5.4
11,2,-1.2,78.1,1003.3,31.1,72.1,1.1,Snowy,-1.5
10,22,9.7,76.0,1007.5,7.6,71.1,0.9,Rainy,10.3
2,5,-7.0,100.0,1010.9,28.5,65.0,0.4,Snowy,-4.2
5,3,17.9,52.2,994.6,21.6,71.4,0.0,Cloudy,20.9
5,17,18.5,42.2,992.7,27.2,62.4,2.7,Cloudy,18.3
6,8,26.1,45.8,1005.8,18.6,20.8,3.7,Sunny,24.9
3,16,14.9,60.9,1019.3,34.9,40.1,3.3,Cloudy,13.5
8,12,31.2,33.8,1005.2,18.9,18.9,8.5,Sunny,32.2
1,14,3.2,84.6,1000.8,26.4,91.7,1.8,Rainy,7.8
6,19,23.6,42.1,1003.2,35.2,34.1,0.0,Sunny,25.0
4,16,21.3,41.5,1007.5,16.2,34.8,4.6,Sunny,19.0
1,12,-2.5,89.8,1008.8,7.7,89.8,2.2,Snowy,-3.3
7,15,27.9,47.0,1039.0,39.8,1.4,8.1,Sunny,27.3
9,21,15.9,49.4,1025.7,38.2,0.0,0.0,Sunny,14.9
4,3,11.2,77.5,1025.3,27.3,20.6,0.0,Sunny,11.0
4,4,8.3,54.8,1027.0,44.3,8.3,0.8,Sunny,9.5
6,4,15.1,56.6,1001.0,32.3,63.5,0.0,Cloudy,16.8
12,8,-1.4,84.5,998.3,24.4,86.5,0.8,Snowy,1.1
3,16,7.7,67.0,999.7,28.3,54.2,3.5,Cloudy,9.2
12,12,2.2,76.0,1029.0,24.4,11.7,8.9,Sunny,-0.8
6,1,22.2,70.3,1006.4,14.5,63.3,0.7,Rainy,20.8
7,12,25.7,37.9,998.0,65.9,46.3,6.2,Cloudy,25.9
11,21,9.9,94.6,1007.8,26.4,100.0,0.3,Rainy,10.6
10,20,15.3,66.4,1010.1,22.3,51.3,0.1,Cloudy,17.4
10,22,13.4,65.9,1016.2,10.9,68.5,0.1,Cloudy,13.9
3,18,6.1,80.5,1016.0,28.2,34.3,1.9,Sunny,6.7
7,2,19.4,81.2,1003.1,32.7,48.1,0.0,Cloudy,20.3
3,9,0.8,73.8,1021.2,36.9,22.5,5.3,Sunny,0.9
2,1,-8.0,85.8,1005.3,35.9,89.4,0.6,Snowy,-7.4
12,12,7.0,66.9,1011.1,2.4,76.0,5.6,Cloudy,9.6
10,18,20.2,55.0,1021.2,13.0,14.4,1.5,Sunny,20.5
4,16,12.8,48.6,1005.3,13.2,38.7,4.7,Sunny,13.2
12,20,-1.6,87.6,1006.2,12.6,54.0,0.0,Cloudy,-1.1
8,13,29.3,58.0,1020.1,23.1,2.7,10.7,Sunny,32.2
9,11,17.7,60.0,1002.7,19.8,68.2,3.4,Cloudy,16.2
7,20,28.4,39.5,1008.4,34.1,37.9,0.3,Sunny,32.1
1,11,-0.7,79.8,1019.7,35.2,46.0,5.1,Cloudy,-2.3
3,10,7.2,83.2,1037.6,41.5,0.2,8.1,Sunny,6.5
12,6,-4.9,84.1,1020.3,36.4,72.6,0.0,Snowy,-3.1
9,3,10.0,88.4,1018.7,30.7,45.8,0.5,Cloudy,12.4
12,18,2.8,100.0,1019.4,16.0,68.4,0.5,Rainy,0.8
1,0,-8.1,99.7,1000.1,11.4,67.3,0.3,Snowy,-9.5
9,23,13.3,65.0,1014.4,11.9,40.5,0.0,Cloudy,14.3
8,2,15.2,72.5,1012.6,7.3,55.6,0.1,Cloudy,19.9
1,12,4.5,89.2,1016.9,18.3,61.6,5.3,Rainy,7.2
6,14,36.7,21.8,1014.4,14.4,15.5,7.5,Sunny,36.8
5,1,13.8,59.1,1017.6,18.0,41.9,0.4,Cloudy,9.9
6,10,31.1,25.1,1009.3,20.7,6.2,7.5,Sunny,31.8
10,3,0.6,88.1,1013.7,3.1,63.6,0.5,Snowy,1.8
12,18,3.5,86.4,998.3,33.0,84.3,0.9,Rainy,3.3
5,16,19.8,41.8,1009.2,13.1,38.5,4.4,Sunny,18.8
6,2,12.2,62.1,1029.7,33.6,19.5,0.0,Sunny,13.0
5,17,20.3,41.1,1016.8,24.3,3.9,4.9,Sunny,19.1
11,7,8.2,63.7,1012.7,2.5,25.2,2.5,Sunny,12.1
12,21,2.1,87.3,1035.8,37.1,0.0,0.0,Sunny,5.4
5,23,15.7,54.1,996.7,30.6,74.6,0.0,Cloudy,17.4
4,18,8.9,68.7,999.7,23.9,80.5,1.1,Cloudy,9.5
3,4,-1.0,70.2,1033.6,43.9,31.0,0.0,Sunny,-1.7
3,6,3.2,82.1,1013.6,6.9,61.2,0.0,Rainy,3.7
4,20,12.7,65.5,1010.1,11.0,18.2,0.0,Sunny,16.2
9,7,10.1,62.6,998.6,23.6,50.0,1.2,Cloudy,12.1
2,4,-8.9,96.4,1018.4,27.2,62.0,0.0,Snowy,-8.0
9,16,23.9,50.9,1019.5,15.9,27.9,4.1,Sunny,26.1
1,4,-5.1,84.4,999.9,31.4,75.5,0.0,Snowy,-3.6
1,3,-16.6,95.1,1011.3,29.8,74.6,0.3,Snowy,-15.4
5,21,16.8,77.9,1009.0,16.2,60.7,0.0,Rainy,19.1
